street_address,city,state,zip5,geocode_score,geocode_precision,latitude,longitude
"29 CUYLER RD",PRINCETON,NJ,08540,0.965,range,40.366113,-74.660616
"210 PROSPECT AVE",PRINCETON,NJ,08540,0.965,range,40.351168,-74.642821
"10 FOULET DR",PRINCETON,NJ,08540,0.965,range,40.367135,-74.669318
"38 CARNAHAN PL",PRINCETON,NJ,08540,0.965,range,40.359342,-74.662219
"25 LEIGH AVE",PRINCETON,NJ,08542,1.0,range,40.35634,-74.663738
"38 PARDOE RD",PRINCETON,NJ,08540,0.965,range,40.355028,-74.673843
"77 RIVERSIDE DR",PRINCETON,NJ,08540,0.843,range,40.354109,-74.637534
"27 ROSS STEVENSON CIR",PRINCETON,NJ,08540,0.965,range,40.379261,-74.658899
"24 WILTON ST",PRINCETON,NJ,08540,0.965,range,40.354415,-74.642742
"88 MAGNOLIA LN",PRINCETON,NJ,08540,0.965,range,40.365303,-74.638339
"52 LEIGH AVE B",PRINCETON,NJ,08542,0.967,range,40.356026,-74.66505
"109 PARKSIDE DR",PRINCETON,NJ,08540,0.965,range,40.33302,-74.679788
"472 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.356935,-74.638807
"19 HASLET AVE",PRINCETON,NJ,08540,0.965,range,40.337932,-74.666148
"269 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,range,40.368188,-74.634088
"93 MACLEAN CIR",PRINCETON,NJ,08540,0.965,range,40.346428,-74.634453
"141 SPRUCE ST",PRINCETON,NJ,08542,1.0,range,40.355205,-74.649985
"101 HAMILTON AVE",PRINCETON,NJ,08540,0.965,range,40.355208,-74.653419
"302 STONE CLIFF RD",PRINCETON,NJ,08540,0.965,range,40.351605,-74.706986
"86 BEECH HOLLOW LN",PRINCETON,NJ,08540,0.965,range,40.373372,-74.691791
"25 RACE ST",PRINCETON,NJ,08542,1.0,range,40.356209,-74.667222
"558 EWING ST",PRINCETON,NJ,08540,0.965,range,40.367545,-74.657071
"57 N TULANE ST",PRINCETON,NJ,08542,1.0,range,40.351979,-74.658999
"48 CAMERON CT",PRINCETON,NJ,08540,0.965,range,40.3564,-74.646757
"317 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,range,40.330249,-74.683956
"146 HODGE RD",PRINCETON,NJ,08540,0.965,range,40.349079,-74.672259
"15 GOVERNORS LN",PRINCETON,NJ,08540,0.965,range,40.369815,-74.648256
"28 SCOTT LN",PRINCETON,NJ,08540,0.965,range,40.355317,-74.643522
"43 PARK PL",PRINCETON,NJ,08542,1.0,range,40.351883,-74.655921
"20 MADISON ST 3",PRINCETON,NJ,08542,0.971,range,40.352008,-74.656589
"537 STOCKTON ST",PRINCETON,NJ,08540,0.965,range,40.334323,-74.680331
"96 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.356442,-74.658133
"3 BILLIE ELLIS LN",PRINCETON,NJ,08540,0.965,range,40.388931,-74.660122
"109 PARKSIDE DR",PRINCETON,NJ,08540,0.965,range,40.33302,-74.679788
"62 REDDING CIR",PRINCETON,NJ,08540,0.965,range,40.372467,-74.659428
"225 STATE RD",PRINCETON,NJ,08540,0.965,range,40.369675,-74.663254
"81 PRETTY BROOK RD",PRINCETON,NJ,08540,0.965,range,40.358484,-74.69016
"200 GROVER AVE",PRINCETON,NJ,08540,0.965,range,40.366951,-74.650254
"160 LEABROOK LN",PRINCETON,NJ,08540,0.965,range,40.367159,-74.645277
"81 PRETTY BROOK RD",PRINCETON,NJ,08540,0.965,range,40.358484,-74.69016
"19 DERWENT DR",PRINCETON,NJ,08540,0.965,range,40.3612,-74.695695
"300 ELM RD 242",PRINCETON,NJ,08540,0.855,range,40.352522,-74.679184
"231 DODDS LN",PRINCETON,NJ,08540,0.965,range,40.372255,-74.628721
"312 N HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.363374,-74.65203
"3 SHIRLEY CT",PRINCETON,NJ,08542,1.0,range,40.353588,-74.661427
"143 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.35848,-74.659018
"237 CHRISTOPHER DR",PRINCETON,NJ,08540,0.965,range,40.349039,-74.700258
"3 SHIRLEY CT",PRINCETON,NJ,08542,1.0,range,40.353588,-74.661427
"22 RIVERSIDE DR",PRINCETON,NJ,08540,0.868,street,40.355608,-74.638819
"59 MORAN AVE",PRINCETON,NJ,08540,0.803,range,40.37003,-74.626681
"728 BUNN DR 321A",PRINCETON,NJ,08540,0.653,street,40.376335,-74.652324
"35 STONEWALL CIR",PRINCETON,NJ,08540,0.965,range,40.381426,-74.673852
"19 BERTRAND DR",PRINCETON,NJ,08540,0.965,range,40.372512,-74.634031
"58 AUDUBON LN",PRINCETON,NJ,08540,0.965,range,40.345915,-74.703756
"31 CLAY ST",PRINCETON,NJ,08542,1.0,range,40.355588,-74.662996
"6 MAPLE TERR",PRINCETON,NJ,08542,1.0,range,40.356188,-74.661349
"28 EDWARDS PL",PRINCETON,NJ,08540,0.965,range,40.346872,-74.662098
"425 ALEXANDER ST",PRINCETON,NJ,08540,0.652,street,40.331806,-74.652389
"0 MARSHALL ST 219-C",PRINCETON,NJ,08540,0.524,street,40.348636,-74.639884
"165 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.359168,-74.659347
"226 DRAKES CORNER RD",PRINCETON,NJ,08540,0.965,range,40.370573,-74.705261
"226 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.36156,-74.659654
"144 RIVERSIDE DR",PRINCETON,NJ,08540,0.965,range,40.352823,-74.636385
"38 WIGGINS ST 1",PRINCETON,NJ,08540,0.936,range,40.353018,-74.657896
"27 WOODLAND DR",PRINCETON,NJ,08540,0.965,range,40.369597,-74.664581
"78 LOVERS LN",PRINCETON,NJ,08540,0.965,range,40.341302,-74.672223
"9 HILLTOP DR",PRINCETON,NJ,08540,0.965,range,40.371281,-74.662863
"92 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.356321,-74.658093
"410 NASSAU ST",PRINCETON,NJ,08540,0.965,range,40.355198,-74.642515
"410 NASSAU ST",PRINCETON,NJ,08540,0.965,range,40.355198,-74.642515
"317 WITHERSPOON ST",PRINCETON,NJ,08542,1.0,range,40.358523,-74.663573
"311 STATE RD",PRINCETON,NJ,08540,0.965,range,40.372363,-74.662525
"232 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,range,40.369874,-74.633256
"227 PROSPECT AVE",PRINCETON,NJ,08540,0.965,range,40.351421,-74.641796
"88 MAGNOLIA LN",PRINCETON,NJ,08540,0.965,range,40.365303,-74.638339
"5 FISHER AVE",PRINCETON,NJ,08540,0.965,range,40.358601,-74.646056
"4 LAWRENCE DR",PRINCETON,NJ,08540,0.805,range,40.081842,-74.546306
"45 PINE ST",PRINCETON,NJ,08542,1.0,range,40.353392,-74.65118
"13 GREENBRIER ROW",PRINCETON,NJ,08540,0.943,range,40.376807,-74.650425
"622 ROSEDALE RD",PRINCETON,NJ,08540,0.965,range,40.342789,-74.704323
"9 STONEWALL CIR",PRINCETON,NJ,08540,0.965,range,40.380188,-74.675173
"13 GREENBRIER ROW",PRINCETON,NJ,08540,0.943,range,40.376807,-74.650425
"256 JOHN ST",PRINCETON,NJ,08542,1.0,range,40.355806,-74.664688
"100 LONGVIEW DR",PRINCETON,NJ,08540,0.965,range,40.348475,-74.63256
"4 GEORGE DR",PRINCETON,NJ,08540,0.732,range,40.366928,-74.944329
"32 BIRCH AVE",PRINCETON,NJ,08542,1.0,range,40.357095,-74.663695
"86 OLDEN LN",PRINCETON,NJ,08540,0.868,street,40.334588,-74.667206
"41 PINE ST",PRINCETON,NJ,08542,1.0,range,40.353296,-74.651154
"131 JOHN ST",PRINCETON,NJ,08542,1.0,range,40.352501,-74.663192
"173 JOHN ST 1",PRINCETON,NJ,08542,0.958,range,40.353769,-74.663769
"179 LONGVIEW DR",PRINCETON,NJ,08540,0.965,range,40.346321,-74.630911
"28 MERCER ST",PRINCETON,NJ,08540,0.965,range,40.34725,-74.664147
"511 EWING ST",PRINCETON,NJ,08540,0.965,range,40.367074,-74.656757
"38 BENJAMIN RUSH LN",PRINCETON,NJ,08540,0.965,range,40.330075,-74.685751
"11 WILLOW ST",PRINCETON,NJ,08542,1.0,range,40.352717,-74.655256
"0 KING ST 219A",PRINCETON,NJ,08540,0.532,street,40.34918,-74.638797
"11 WALKER DR",PRINCETON,NJ,08540,0.965,range,40.344702,-74.699086
"145 HODGE RD",PRINCETON,NJ,08540,0.965,range,40.349096,-74.67225
"168 LAUREL CIR",PRINCETON,NJ,08540,0.965,range,40.370768,-74.661577
"130 ARRETON RD",PRINCETON,NJ,08540,0.965,range,40.382956,-74.667975
"115 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,range,40.369899,-74.629058
"51 SOUTHERN WAY",PRINCETON,NJ,08540,0.965,range,40.349923,-74.640419
"203 BIRCH AVE",PRINCETON,NJ,08542,1.0,range,40.355913,-74.667778
"72 GULICK RD",PRINCETON,NJ,08540,0.965,range,40.367478,-74.628963
"33 GOVERNORS LN",PRINCETON,NJ,08540,0.965,range,40.369569,-74.64913
"39 UNIVERSITY PL",PRINCETON,NJ,08540,0.965,range,40.346877,-74.661744
"132 ELM RD",PRINCETON,NJ,08540,0.965,range,40.346401,-74.674648
"33 ROSEDALE RD",PRINCETON,NJ,08540,0.965,range,40.347914,-74.677835
"121 BROADMEAD ST",PRINCETON,NJ,08540,0.965,range,40.347881,-74.644204
"120 MERCER ST",PRINCETON,NJ,08540,0.965,range,40.343059,-74.66739
"14 CALDWELL DR",PRINCETON,NJ,08540,0.965,range,40.374173,-74.630081
"63 STANWORTH LN",PRINCETON,NJ,08540,0.965,range,40.354555,-74.666769
"52 WINANT RD",PRINCETON,NJ,08540,0.965,range,40.337334,-74.678166
"88 RUSSELL RD",PRINCETON,NJ,08540,0.965,range,40.336897,-74.682856
"7 HAMILTON AVE",PRINCETON,NJ,08540,0.772,street,40.355208,-74.653419
"82 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.356017,-74.657991
"13 PARK PL",PRINCETON,NJ,08542,1.0,range,40.351732,-74.656447
"747 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.363943,-74.627101
"148 POE RD",PRINCETON,NJ,08540,0.965,range,40.369011,-74.631196
"39 HAMILTON AVE",PRINCETON,NJ,08540,0.773,street,40.355208,-74.653419
"0 BUTLER AVE 406A",PRINCETON,NJ,08540,0.56,street,40.346647,-74.63994
"74 CLAY ST",PRINCETON,NJ,08542,1.0,range,40.355591,-74.664003
"189 CONSTITUTION DR",PRINCETON,NJ,08540,0.965,range,40.341112,-74.675839
"18 LEICESTER CT",PRINCETON,NJ,08540,0.965,range,40.329305,-74.688411
"471 WALNUT LN",PRINCETON,NJ,08540,0.965,range,40.367401,-74.658487
"54 W LAFAYETTE RD",PRINCETON,NJ,08540,0.941,range,40.350971,-74.673814
"0 FACULTY RD HIB 7V",PRINCETON,NJ,08540,0.739,street,40.337896,-74.656948
"63 STANWORTH LN",PRINCETON,NJ,08540,0.965,range,40.354555,-74.666769
"30 W CONSTITUTION HILL",PRINCETON,NJ,08540,0.931,range,40.346239,-74.678631
"58 DAVID BREARLEY CT",PRINCETON,NJ,08540,0.946,range,40.387538,-74.660197
"175 BOUVANT DR",PRINCETON,NJ,08540,0.965,range,40.372462,-74.680273
"4 ORCHARD CIR",PRINCETON,NJ,08540,0.965,range,40.347058,-74.670128
"173 A MANSGROVE RD",PRINCETON,NJ,08540,0.941,range,40.368589,-74.662872
"249 RIVERSIDE DR",PRINCETON,NJ,08540,0.965,range,40.351111,-74.632621
"4 GEORGE DR",PRINCETON,NJ,08540,0.732,range,40.366928,-74.944329
"136 SPRUCE ST",PRINCETON,NJ,08542,1.0,range,40.355172,-74.65007
"51 CLOVER LN",PRINCETON,NJ,08540,0.965,range,40.360944,-74.641496
"63 ETTL CIR",PRINCETON,NJ,08540,0.657,street,40.347757,-74.703025
"301 WESTERN WAY",PRINCETON,NJ,08540,0.965,range,40.350457,-74.641654
"549 GREAT RD 1",PRINCETON,NJ,08540,0.929,range,40.363489,-74.687693
"61 LEIGH AVE",PRINCETON,NJ,08542,1.0,range,40.355845,-74.665524
"125 ST CLAIR CT",PRINCETON,NJ,08540,0.553,street,40.367025,-74.656729
"125 ST CLAIR CT",PRINCETON,NJ,08540,0.553,street,40.367025,-74.656729
"65 STOCKTON ST",PRINCETON,NJ,08540,0.965,range,40.346487,-74.667071
"62 HARTLEY AVE",PRINCETON,NJ,08540,0.965,range,40.345852,-74.640802
"146 N STANWORTH DR",PRINCETON,NJ,08540,0.965,range,40.355194,-74.666384
"164 HIGHLAND TERR",PRINCETON,NJ,08540,0.965,range,40.373936,-74.689967
"227 310 ELM RD",PRINCETON,NJ,08540,0.855,range,40.350434,-74.677663
"164 HIGHLAND TERR",PRINCETON,NJ,08540,0.965,range,40.373936,-74.689967
"88 MOUNTAIN AVE",PRINCETON,NJ,08540,0.965,range,40.356501,-74.673196
"52 REDDING CIR",PRINCETON,NJ,08540,0.965,range,40.372455,-74.659405
"19 FLEMING WAY",PRINCETON,NJ,08540,0.965,range,40.328504,-74.685426
"56 BATTLE RD",PRINCETON,NJ,08540,0.965,range,40.337255,-74.668629
"22 ROBERT RD",PRINCETON,NJ,08540,0.965,range,40.354443,-74.63899
"42 E MARION RD",PRINCETON,NJ,08540,0.9,range,40.370426,-74.627898
"42 E MARION RD",PRINCETON,NJ,08540,0.9,range,40.370426,-74.627898
"42 DORANN AVE",PRINCETON,NJ,08540,0.965,range,40.361108,-74.647791
"14 SPRING ST 2",PRINCETON,NJ,08542,0.967,range,40.350996,-74.659959
"314 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,range,40.330216,-74.683947
"55 ERDMAN AVE",PRINCETON,NJ,08540,0.965,range,40.359783,-74.64605
"64 CALDWELL DR",PRINCETON,NJ,08540,0.965,range,40.37584,-74.630156
"87 LONGVIEW DR",PRINCETON,NJ,08540,0.965,range,40.3499,-74.633707
"463 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.356382,-74.633058
"36 MOORE ST 15",PRINCETON,NJ,08542,0.935,range,40.353149,-74.655387
"31 GOVERNORS LN",PRINCETON,NJ,08540,0.965,range,40.369612,-74.649051
"75 ALEXANDER ST",PRINCETON,NJ,08540,0.868,street,40.34415,-74.661781
"37 MOORE ST 3",PRINCETON,NJ,08542,0.963,range,40.353175,-74.655398
"37 PHEASANT HILL RD",PRINCETON,NJ,08540,0.965,range,40.359116,-74.709644
"51 CLOVER LN",PRINCETON,NJ,08540,0.965,range,40.360944,-74.641496
"60 PARKSIDE DR",PRINCETON,NJ,08540,0.965,range,40.332741,-74.678223
"12 BOUDINOT ST",PRINCETON,NJ,08540,0.965,range,40.349302,-74.666394
"51 HAWTHORNE AVE",PRINCETON,NJ,08540,0.965,range,40.355644,-74.6555
"614 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,range,40.328855,-74.684732
"39 WILKINSON WAY",PRINCETON,NJ,08540,0.965,range,40.326784,-74.685587
"775 MT LUCAS RD 302",PRINCETON,NJ,08540,0.819,range,40.386653,-74.653872
"133 MANSGROVE RD",PRINCETON,NJ,08540,0.965,range,40.368662,-74.663189
"131 JOHN ST",PRINCETON,NJ,08542,1.0,range,40.352501,-74.663192
"22 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.353793,-74.656778
"175 BIRCH AVE",PRINCETON,NJ,08542,1.0,range,40.356049,-74.667423
"10 BAYARD LN 8",PRINCETON,NJ,08540,0.933,range,40.34871,-74.664689
"30 CASTLE HOWARD CT A",PRINCETON,NJ,08540,0.946,range,40.356731,-74.633826
"13 CAMPBELTON CIR",PRINCETON,NJ,08540,0.965,range,40.347774,-74.670966
"56 LEABROOK LN",PRINCETON,NJ,08540,0.965,range,40.364113,-74.644365
"3 WILKINSON WAY",PRINCETON,NJ,08540,0.965,range,40.325643,-74.683356
"292 RUSSELL RD",PRINCETON,NJ,08540,0.965,range,40.340829,-74.689941
"930 GREAT RD",PRINCETON,NJ,08540,0.965,range,40.368031,-74.694789
"735 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.363651,-74.627281
"34 PARKSIDE DR",PRINCETON,NJ,08540,0.965,range,40.331865,-74.677915
"49 PARDOE RD",PRINCETON,NJ,08540,0.965,range,40.355191,-74.673912
"87 LONGVIEW DR",PRINCETON,NJ,08540,0.965,range,40.3499,-74.633707
"83 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.356084,-74.658014
"221 MOORE ST",PRINCETON,NJ,08540,0.965,range,40.360736,-74.658681
"175 HIGHLAND TERR",PRINCETON,NJ,08540,0.965,range,40.374319,-74.69014
"175 HIGHLAND TERR",PRINCETON,NJ,08540,0.965,range,40.374319,-74.69014
"184 PROSPECT AVE",PRINCETON,NJ,08540,0.965,range,40.350741,-74.644361
"1 MARKHAM RD 1A",PRINCETON,NJ,08540,0.912,range,40.354466,-74.643945
"208 REDDING CIR 208",PRINCETON,NJ,08540,0.898,range,40.372638,-74.659767
"39 WILKINSON WAY",PRINCETON,NJ,08540,0.965,range,40.326784,-74.685587
"152 GUYOT AVE",PRINCETON,NJ,08540,0.965,range,40.360847,-74.658098
"39 LONGVIEW DR",PRINCETON,NJ,08540,0.965,range,40.350929,-74.6345
"413 EWING ST",PRINCETON,NJ,08540,0.965,range,40.364324,-74.654671
"152 GUYOT AVE",PRINCETON,NJ,08540,0.965,range,40.360847,-74.658098
"34 PARKSIDE DR",PRINCETON,NJ,08540,0.965,range,40.331865,-74.677915
"8 HAGEMAN LN",PRINCETON,NJ,08540,0.965,range,40.36856,-74.71199
"225 MOUNTAIN AVE",PRINCETON,NJ,08540,0.965,range,40.353576,-74.679646
"57 N TULANE ST",PRINCETON,NJ,08542,1.0,range,40.351979,-74.658999
"211 REDDING CIR",PRINCETON,NJ,08540,0.965,range,40.372642,-74.659775
"83 RANDOM RD",PRINCETON,NJ,08540,0.965,range,40.363327,-74.632094
"192 BROOKSTONE DR",PRINCETON,NJ,08540,0.965,range,40.350153,-74.690796
"219 VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.363339,-74.656276
"0 FACULTY RD HIB 1S",PRINCETON,NJ,08540,0.739,street,40.337896,-74.656948
"63 HEMLOCK CIR",PRINCETON,NJ,08540,0.965,range,40.352396,-74.632129
"273 GRIGGS DR",PRINCETON,NJ,08540,0.965,range,40.386547,-74.659234
"305 PROSPECT AVE",PRINCETON,NJ,08540,0.965,range,40.352585,-74.638613
"80 ROBERT RD",PRINCETON,NJ,08540,0.965,range,40.353019,-74.639263
"92 BATTLE RD",PRINCETON,NJ,08540,0.965,range,40.335857,-74.670234
"80 LAFAYETTE RD",PRINCETON,NJ,08540,0.965,range,40.351146,-74.674655
"15 EDWARDS PL",PRINCETON,NJ,08540,0.965,range,40.346945,-74.661971
"24 REDDING CIR",PRINCETON,NJ,08540,0.965,range,40.372423,-74.65934
"37 BANK ST 1",PRINCETON,NJ,08542,0.958,range,40.349273,-74.663322
"29 LINDEN LN",PRINCETON,NJ,08540,0.965,range,40.354254,-74.64968
"31 RANDALL RD",PRINCETON,NJ,08540,0.965,range,40.366414,-74.647088
"206 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.363044,-74.643187
"12 BOUDINOT ST",PRINCETON,NJ,08540,0.965,range,40.349302,-74.666394
"14 CALDWELL DR",PRINCETON,NJ,08540,0.965,range,40.374173,-74.630081
"30 HOWE CIR",PRINCETON,NJ,08540,0.965,range,40.352143,-74.634596
"42 BENJAMIN RUSH LN",PRINCETON,NJ,08540,0.965,range,40.33004,-74.685693
"29 LINWOOD CIR",PRINCETON,NJ,08540,0.965,range,40.362902,-74.644673
"34 VANDEVENTER AVE 3",PRINCETON,NJ,08542,0.98,range,40.351695,-74.657804
"28 BIRCH AVE",PRINCETON,NJ,08542,1.0,range,40.357127,-74.663611
"37 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.354099,-74.657
"468 STATE RD",PRINCETON,NJ,08540,0.965,range,40.376235,-74.66315
"5 CAMPBELL WOODS WAY",PRINCETON,NJ,08540,0.965,range,40.379968,-74.655395
"43 PETTIT PL",PRINCETON,NJ,08540,0.965,range,40.377614,-74.681851
"148 CEDAR LN",PRINCETON,NJ,08540,0.965,range,40.350835,-74.639264
"43 PETTIT PL",PRINCETON,NJ,08540,0.965,range,40.377614,-74.681851
"656 CHERRY HILL RD",PRINCETON,NJ,08540,0.965,range,40.381994,-74.677854
"111 JEFFERSON RD",PRINCETON,NJ,08540,0.868,street,40.357223,-74.65858
"3 EVELYN PL",PRINCETON,NJ,08540,0.965,range,40.353647,-74.64667
"3 EVELYN PL",PRINCETON,NJ,08540,0.965,range,40.353647,-74.64667
"161 EWING ST",PRINCETON,NJ,08540,0.965,range,40.357813,-74.649899
"24 MERCER ST",PRINCETON,NJ,08540,0.965,range,40.347436,-74.664023
"914 GREAT RD",PRINCETON,NJ,08540,0.965,range,40.367642,-74.694083
"32 LYTLE ST",PRINCETON,NJ,08542,1.0,range,40.355084,-74.662654
"63 ETTL CIR",PRINCETON,NJ,08540,0.657,street,40.347757,-74.703025
"32 LYTLE ST",PRINCETON,NJ,08542,1.0,range,40.355084,-74.662654
"31 BROADRIPPLE DR",PRINCETON,NJ,08540,0.965,range,40.365592,-74.636999
"728 BUNN DR",PRINCETON,NJ,08540,0.77,street,40.376335,-74.652324
"111 JEFFERSON RD",PRINCETON,NJ,08540,0.868,street,40.357223,-74.65858
"15 ROBERT RD",PRINCETON,NJ,08540,0.965,range,40.354593,-74.638597
"273 WESTERN WAY",PRINCETON,NJ,08540,0.965,range,40.350227,-74.642326
"57 BATTLE RD",PRINCETON,NJ,08540,0.965,range,40.337228,-74.668645
"6 MEETINGHOUSE CT",PRINCETON,NJ,08540,0.763,range,40.037179,-74.622442
"70 CLAY ST 70",PRINCETON,NJ,08542,0.927,range,40.355601,-74.663896
"7 GREENHOLM",PRINCETON,NJ,08540,0.912,range,40.350198,-74.665617
"250 JOHN ST",PRINCETON,NJ,08542,1.0,range,40.355658,-74.664633
"28 MCCOMB RD",PRINCETON,NJ,08540,0.965,range,40.377996,-74.653201
"44 BIRCH AVE",PRINCETON,NJ,08542,1.0,range,40.356998,-74.663949
"2 MERSHON DR",PRINCETON,NJ,08540,0.965,range,40.355497,-74.646774
"28 WITHERSPOON LN",PRINCETON,NJ,08542,1.0,range,40.355275,-74.661967
"175 JOHN ST 1",PRINCETON,NJ,08542,0.958,range,40.353845,-74.663795
"41 SPRING ST 4",PRINCETON,NJ,08542,0.967,range,40.351331,-74.658689
"188 CHERRY VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.38486,-74.672541
"188 CHERRY VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.38486,-74.672541
"155 PATTON AVE",PRINCETON,NJ,08540,0.965,range,40.352803,-74.64131
"184 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,range,40.370409,-74.63073
"32 FLEMING WAY",PRINCETON,NJ,08540,0.965,range,40.32835,-74.685682
"161 BALCORT DR",PRINCETON,NJ,08540,0.936,range,40.378976,-74.670372
"481 CHRISTOPHER DR",PRINCETON,NJ,08540,0.965,range,40.351487,-74.704665
"68 WHEATSHEAF LN",PRINCETON,NJ,08540,0.965,range,40.358583,-74.638418
"50 STONE CLIFF RD",PRINCETON,NJ,08540,0.965,range,40.353,-74.704456
"24 EDWARDS PL",PRINCETON,NJ,08540,0.965,range,40.346896,-74.662057
"508 CHRISTOPHER DR",PRINCETON,NJ,08540,0.965,range,40.351403,-74.704902
"763 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.363547,-74.629072
"264 HAWTHORNE AVE",PRINCETON,NJ,08540,0.965,range,40.357184,-74.649427
"464 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.35676,-74.639092
"518 EWING ST",PRINCETON,NJ,08540,0.965,range,40.367117,-74.656782
"73 RANDOM RD",PRINCETON,NJ,08540,0.965,range,40.363098,-74.632221
"270 N HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.36241,-74.6515
"133 LIBRARY PL",PRINCETON,NJ,08540,0.965,range,40.34903,-74.669783
"90 BATTLE RD",PRINCETON,NJ,08540,0.965,range,40.335945,-74.670151
"54 W LAFAYETTE RD",PRINCETON,NJ,08540,0.941,range,40.350971,-74.673814
"49 LEAVITT LN",PRINCETON,NJ,08540,0.965,range,40.359766,-74.643576
"90 BATTLE RD",PRINCETON,NJ,08540,0.965,range,40.335945,-74.670151
"16 ROBERT RD",PRINCETON,NJ,08540,0.965,range,40.35451,-74.638879
"232 JOHN ST",PRINCETON,NJ,08542,1.0,range,40.355214,-74.664394
"53 CALDWELL DR",PRINCETON,NJ,08540,0.965,range,40.375471,-74.63015
"40 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.354413,-74.657157
"296 EWING ST",PRINCETON,NJ,08540,0.965,range,40.360786,-74.65212
"54 ETTL CIR",PRINCETON,NJ,08540,0.786,street,40.347757,-74.703025
"225 STATE RD",PRINCETON,NJ,08540,0.965,range,40.369675,-74.663254
"87 ROLLINGMEAD",PRINCETON,NJ,08540,0.92,range,40.360073,-74.639091
"87 ROLLINGMEAD",PRINCETON,NJ,08540,0.92,range,40.360073,-74.639091
"516 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.357717,-74.63703
"47 SCOTT LN",PRINCETON,NJ,08540,0.965,range,40.355698,-74.643754
"96 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,range,40.376957,-74.628579
"96 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,range,40.376957,-74.628579
"26 MCCOMB RD",PRINCETON,NJ,08540,0.965,range,40.378034,-74.653282
"54 ETTL CIR",PRINCETON,NJ,08540,0.786,street,40.347757,-74.703025
"415 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,range,40.330235,-74.684369
"515 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,range,40.329406,-74.683974
"65 REDDING CIR",PRINCETON,NJ,08540,0.965,range,40.372472,-74.659437
"75 ALEXANDER ST",PRINCETON,NJ,08540,0.868,street,40.34415,-74.661781
"32 RANDALL RD",PRINCETON,NJ,08540,0.965,range,40.365684,-74.648036
"32 RANDALL RD",PRINCETON,NJ,08540,0.965,range,40.365684,-74.648036
"1154 STUART RD",PRINCETON,NJ,08540,0.965,range,40.368868,-74.685976
"30 GORDON WAY",PRINCETON,NJ,08540,0.965,range,40.356072,-74.645391
"22 WILSON RD",PRINCETON,NJ,08540,0.965,range,40.353639,-74.669419
"39 LONGVIEW DR",PRINCETON,NJ,08540,0.965,range,40.350929,-74.6345
"22 WILSON RD",PRINCETON,NJ,08540,0.965,range,40.353639,-74.669419
"60 NORTH RD",PRINCETON,NJ,08540,0.798,range,40.356357,-74.68573
"60 NORTH RD",PRINCETON,NJ,08540,0.798,range,40.356357,-74.68573
"910 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.367473,-74.626052
"910 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.367473,-74.626052
"155 DODDS LN",PRINCETON,NJ,08540,0.965,range,40.371449,-74.632896
"6 MEETINGHOUSE CT",PRINCETON,NJ,08540,0.763,range,40.037179,-74.622442
"57 BALSAM LN",PRINCETON,NJ,08540,0.965,range,40.352,-74.637581
"293 WITHERSPOON ST",PRINCETON,NJ,08542,1.0,range,40.357523,-74.663122
"23 DERWENT DR",PRINCETON,NJ,08540,0.965,range,40.361361,-74.695656
"583 STATE RD",PRINCETON,NJ,08540,0.965,range,40.379026,-74.663167
"65 DORANN AVE",PRINCETON,NJ,08540,0.965,range,40.361442,-74.647195
